timestamp,date,time,time_period,location,price,last4ccnum,loyaltynum
7/1/2014 21:19,7/1/2014,21:19:00,9pm to 11:59pm,Katerina's Cafe,18.35,1310,L8012
7/1/2014 21:21,7/1/2014,21:21:00,9pm to 11:59pm,Hippokampos,35.85,7688,NA
7/1/2014 21:51,7/1/2014,21:51:00,9pm to 11:59pm,Hippokampos,22.18,8332,L2070
8/1/2014 7:31,8/1/2014,7:31:00,6am to 8:59am,Brew've Been Served,15.66,7354,L9254
8/1/2014 7:39,8/1/2014,7:39:00,6am to 8:59am,Hallowed Grounds,12.19,7108,NA
8/1/2014 7:39,8/1/2014,7:39:00,6am to 8:59am,Hallowed Grounds,8.15,1874,L4424
8/1/2014 7:39,8/1/2014,7:39:00,6am to 8:59am,Hallowed Grounds,8.28,1310,NA
8/1/2014 7:40,8/1/2014,7:40:00,6am to 8:59am,Hallowed Grounds,5.85,8129,L8328
8/1/2014 7:42,8/1/2014,7:42:00,6am to 8:59am,Brew've Been Served,3.09,4948,L9406
8/1/2014 7:43,8/1/2014,7:43:00,6am to 8:59am,Hallowed Grounds,3.4,9617,L5553
8/1/2014 7:47,8/1/2014,7:47:00,6am to 8:59am,Hallowed Grounds,3.11,3492,L7814
8/1/2014 7:48,8/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,32.92,3853,NA
8/1/2014 7:48,8/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,8.27,6816,L8148
8/1/2014 7:48,8/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,19.17,9683,L7291
8/1/2014 7:50,8/1/2014,7:50:00,6am to 8:59am,Brew've Been Served,33.68,9405,NA
8/1/2014 7:50,8/1/2014,7:50:00,6am to 8:59am,Hallowed Grounds,3.9,2681,L1107
8/1/2014 7:51,8/1/2014,7:51:00,6am to 8:59am,Coffee Cameleon,6.59,7253,L1682
8/1/2014 7:52,8/1/2014,7:52:00,6am to 8:59am,Coffee Cameleon,12.26,5921,L3295
8/1/2014 7:55,8/1/2014,7:55:00,6am to 8:59am,Hallowed Grounds,79.92,7889,NA
8/1/2014 7:55,8/1/2014,7:55:00,6am to 8:59am,Brew've Been Served,91.87,3484,NA
8/1/2014 7:56,8/1/2014,7:56:00,6am to 8:59am,Hallowed Grounds,12.86,9551,NA
8/1/2014 7:57,8/1/2014,7:57:00,6am to 8:59am,Brew've Been Served,74.88,5368,NA
8/1/2014 7:57,8/1/2014,7:57:00,6am to 8:59am,Hallowed Grounds,11.63,6691,L6267
8/1/2014 7:58,8/1/2014,7:58:00,6am to 8:59am,Brew've Been Served,8.4,5407,L4034
8/1/2014 7:59,8/1/2014,7:59:00,6am to 8:59am,Coffee Cameleon,15.71,2142,L9637
8/1/2014 8:00,8/1/2014,8:00:00,6am to 8:59am,Brew've Been Served,32.3,4795,NA
8/1/2014 8:01,8/1/2014,8:01:00,6am to 8:59am,Brew've Been Served,3.92,8202,L2343
8/1/2014 8:01,8/1/2014,8:01:00,6am to 8:59am,Brew've Been Served,17.13,7819,L5259
8/1/2014 8:01,8/1/2014,8:01:00,6am to 8:59am,Brew've Been Served,3.42,7384,L3800
8/1/2014 8:03,8/1/2014,8:03:00,6am to 8:59am,Brew've Been Served,10.15,6901,L9363
8/1/2014 8:09,8/1/2014,8:09:00,6am to 8:59am,Brew've Been Served,11.48,8411,L6110
8/1/2014 8:16,8/1/2014,8:16:00,6am to 8:59am,Brew've Been Served,7.26,1286,L3572
8/1/2014 8:18,8/1/2014,8:18:00,6am to 8:59am,Brew've Been Served,6.3,4434,L2169
8/1/2014 8:22,8/1/2014,8:22:00,6am to 8:59am,Coffee Cameleon,16.17,2418,L9018
8/1/2014 9:43,8/1/2014,9:43:00,9am to 11:59am,Carlyle Chemical Inc.,3048.31,7792,NA
8/1/2014 9:54,8/1/2014,9:54:00,9am to 11:59am,Nationwide Refinery,4513.16,9152,L5485
8/1/2014 10:14,8/1/2014,10:14:00,9am to 11:59am,Nationwide Refinery,3674.32,9735,L9633
8/1/2014 11:28,8/1/2014,11:28:00,9am to 11:59am,Stewart & Sons Fabrication,1738.26,9152,L5485
8/1/2014 11:58,8/1/2014,11:58:00,9am to 11:59am,Stewart & Sons Fabrication,1673.77,9735,L9633
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Coffee Shack,13.13,7117,L6417
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,17.45,1415,L7783
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,12.07,9635,L3191
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,11.73,7688,L4164
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,3.96,6899,L6267
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,12.32,2540,L5947
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,8.06,1877,NA
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,15.03,8332,NA
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,94.96,1321,NA
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,18.78,9241,L3288
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,12.37,8156,L5224
8/1/2014 12:00,8/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,31.25,2463,NA
8/1/2014 12:29,8/1/2014,12:29:00,12pm to 2:59pm,Frank's Fuel,65.34,3853,L1485
8/1/2014 12:45,8/1/2014,12:45:00,12pm to 2:59pm,Abila Airport,2723.18,8642,L2769
8/1/2014 12:56,8/1/2014,12:56:00,12pm to 2:59pm,Chostus Hotel,107.51,2540,L5947
8/1/2014 13:03,8/1/2014,13:03:00,12pm to 2:59pm,Carlyle Chemical Inc.,4983.52,4530,L8477
8/1/2014 13:10,8/1/2014,13:10:00,12pm to 2:59pm,Abila Zacharo,22.13,5407,L4034
8/1/2014 13:12,8/1/2014,13:12:00,12pm to 2:59pm,Hippokampos,26.55,8332,L2070
8/1/2014 13:15,8/1/2014,13:15:00,12pm to 2:59pm,Hippokampos,9.03,4795,L8566
8/1/2014 13:19,8/1/2014,13:19:00,12pm to 2:59pm,Katerina's Cafe,29.26,7792,L5756
8/1/2014 13:19,8/1/2014,13:19:00,12pm to 2:59pm,Chostus Hotel,111.89,9683,L7291
8/1/2014 13:21,8/1/2014,13:21:00,12pm to 2:59pm,Ouzeri Elian,109.73,8156,NA
8/1/2014 13:23,8/1/2014,13:23:00,12pm to 2:59pm,Abila Zacharo,36.85,2463,L6886
8/1/2014 13:26,8/1/2014,13:26:00,12pm to 2:59pm,Hippokampos,16.59,7253,L1682
8/1/2014 13:27,8/1/2014,13:27:00,12pm to 2:59pm,Gelatogalore,32.79,8411,L6110
8/1/2014 13:28,8/1/2014,13:28:00,12pm to 2:59pm,Katerina's Cafe,8.53,6899,L6267
8/1/2014 13:28,8/1/2014,13:28:00,12pm to 2:59pm,Gelatogalore,20.72,9405,L3259
8/1/2014 13:29,8/1/2014,13:29:00,12pm to 2:59pm,Kalami Kafenion,24.08,5921,L3295
8/1/2014 13:31,8/1/2014,13:31:00,12pm to 2:59pm,Hippokampos,37.89,1321,L4149
8/1/2014 13:32,8/1/2014,13:32:00,12pm to 2:59pm,Guy's Gyros,30.12,7384,L3800
8/1/2014 13:34,8/1/2014,13:34:00,12pm to 2:59pm,Abila Zacharo,14.41,1415,L7783
8/1/2014 13:34,8/1/2014,13:34:00,12pm to 2:59pm,Katerina's Cafe,88.98,1310,NA
8/1/2014 13:38,8/1/2014,13:38:00,12pm to 2:59pm,Gelatogalore,50.36,1286,L3288
8/1/2014 13:39,8/1/2014,13:39:00,12pm to 2:59pm,Gelatogalore,119.75,3484,NA
8/1/2014 13:40,8/1/2014,13:40:00,12pm to 2:59pm,Guy's Gyros,77.9,3853,NA
8/1/2014 13:41,8/1/2014,13:41:00,12pm to 2:59pm,Katerina's Cafe,26.45,2142,L9637
8/1/2014 13:42,8/1/2014,13:42:00,12pm to 2:59pm,Gelatogalore,35.29,7889,L6119
8/1/2014 13:42,8/1/2014,13:42:00,12pm to 2:59pm,Kalami Kafenion,22.49,8202,L2343
8/1/2014 13:42,8/1/2014,13:42:00,12pm to 2:59pm,Katerina's Cafe,57.04,6895,NA
8/1/2014 13:43,8/1/2014,13:43:00,12pm to 2:59pm,Hippokampos,39.8,9551,L5777
8/1/2014 13:44,8/1/2014,13:44:00,12pm to 2:59pm,Kalami Kafenion,31.96,7354,L9254
8/1/2014 13:45,8/1/2014,13:45:00,12pm to 2:59pm,Kalami Kafenion,23.82,3492,L7814
8/1/2014 13:46,8/1/2014,13:46:00,12pm to 2:59pm,Abila Zacharo,28.25,2681,L1107
8/1/2014 13:47,8/1/2014,13:47:00,12pm to 2:59pm,Katerina's Cafe,27.05,1877,NA
8/1/2014 13:47,8/1/2014,13:47:00,12pm to 2:59pm,Gelatogalore,22.27,2418,L9018
8/1/2014 13:47,8/1/2014,13:47:00,12pm to 2:59pm,Ouzeri Elian,104.92,5368,NA
8/1/2014 13:48,8/1/2014,13:48:00,12pm to 2:59pm,Hippokampos,28.79,9635,L3191
8/1/2014 13:48,8/1/2014,13:48:00,12pm to 2:59pm,Gelatogalore,116.72,7819,NA
8/1/2014 13:51,8/1/2014,13:51:00,12pm to 2:59pm,Guy's Gyros,15.86,1874,L4424
8/1/2014 13:51,8/1/2014,13:51:00,12pm to 2:59pm,Abila Zacharo,30.85,6901,L9363
8/1/2014 13:52,8/1/2014,13:52:00,12pm to 2:59pm,Kalami Kafenion,14.77,6816,L8148
8/1/2014 13:53,8/1/2014,13:53:00,12pm to 2:59pm,Abila Zacharo,16.2,9617,L5553
8/1/2014 13:57,8/1/2014,13:57:00,12pm to 2:59pm,Guy's Gyros,10.34,4434,L2169
8/1/2014 14:06,8/1/2014,14:06:00,12pm to 2:59pm,Katerina's Cafe,22.94,7108,NA
8/1/2014 14:09,8/1/2014,14:09:00,12pm to 2:59pm,Kronos Pipe & Irrigation,3615.61,4530,L8477
8/1/2014 14:15,8/1/2014,14:15:00,12pm to 2:59pm,Kalami Kafenion,34.98,7117,L6417
8/1/2014 14:17,8/1/2014,14:17:00,12pm to 2:59pm,Gelatogalore,39.94,4948,L9406
8/1/2014 14:19,8/1/2014,14:19:00,12pm to 2:59pm,Kalami Kafenion,31.43,8129,L8328
8/1/2014 14:26,8/1/2014,14:26:00,12pm to 2:59pm,Carlyle Chemical Inc.,4901.88,7792,L5756
8/1/2014 15:18,8/1/2014,15:18:00,3pm to 5:59pm,Maximum Iron & Steel,3136.01,4530,L8477
8/1/2014 15:29,8/1/2014,15:29:00,3pm to 5:59pm,Abila Airport,2769.12,8642,L2769
8/1/2014 19:21,8/1/2014,19:21:00,6pm to 8:59pm,Hippokampos,10.52,1415,L7783
8/1/2014 19:28,8/1/2014,19:28:00,6pm to 8:59pm,Hippokampos,16.54,2540,L5947
8/1/2014 19:32,8/1/2014,19:32:00,6pm to 8:59pm,Katerina's Cafe,34.25,5407,L4034
8/1/2014 19:36,8/1/2014,19:36:00,6pm to 8:59pm,Guy's Gyros,15.69,7354,L9254
8/1/2014 19:48,8/1/2014,19:48:00,6pm to 8:59pm,Guy's Gyros,30.48,4434,L2169
8/1/2014 20:00,8/1/2014,20:00:00,6pm to 8:59pm,Katerina's Cafe,13.83,8411,L6110
8/1/2014 20:02,8/1/2014,20:02:00,6pm to 8:59pm,Hippokampos,32.66,6895,L3366
8/1/2014 20:07,8/1/2014,20:07:00,6pm to 8:59pm,Guy's Gyros,28.81,7384,L3800
8/1/2014 20:07,8/1/2014,20:07:00,6pm to 8:59pm,Frydos Autosupply n' More,214.07,2418,L9018
8/1/2014 20:08,8/1/2014,20:08:00,6pm to 8:59pm,Guy's Gyros,33.02,5368,NA
8/1/2014 20:08,8/1/2014,20:08:00,6pm to 8:59pm,Katerina's Cafe,31.59,1310,L8012
8/1/2014 20:12,8/1/2014,20:12:00,6pm to 8:59pm,Ouzeri Elian,62.2,1286,L3288
8/1/2014 20:15,8/1/2014,20:15:00,6pm to 8:59pm,Guy's Gyros,99.08,3484,NA
8/1/2014 20:17,8/1/2014,20:17:00,6pm to 8:59pm,Frydos Autosupply n' More,182.56,3853,L1485
8/1/2014 20:17,8/1/2014,20:17:00,6pm to 8:59pm,Guy's Gyros,18.24,9683,L7291
8/1/2014 20:27,8/1/2014,20:27:00,6pm to 8:59pm,Katerina's Cafe,33.31,2142,L9637
8/1/2014 20:28,8/1/2014,20:28:00,6pm to 8:59pm,Hippokampos,96.75,7117,NA
8/1/2014 20:28,8/1/2014,20:28:00,6pm to 8:59pm,Frydos Autosupply n' More,268.89,6691,L6267
8/1/2014 20:31,8/1/2014,20:31:00,6pm to 8:59pm,Katerina's Cafe,36.6,7889,L6119
8/1/2014 20:35,8/1/2014,20:35:00,6pm to 8:59pm,Katerina's Cafe,16.93,8202,L2343
8/1/2014 20:42,8/1/2014,20:42:00,6pm to 8:59pm,Katerina's Cafe,92.83,5921,NA
8/1/2014 20:45,8/1/2014,20:45:00,6pm to 8:59pm,Albert's Fine Clothing,136.01,9635,L3191
8/1/2014 20:49,8/1/2014,20:49:00,6pm to 8:59pm,Hippokampos,15.64,8332,L2070
8/1/2014 20:53,8/1/2014,20:53:00,6pm to 8:59pm,Hippokampos,26.31,7688,L4164
8/1/2014 20:57,8/1/2014,20:57:00,6pm to 8:59pm,Guy's Gyros,10.28,6901,NA
8/1/2014 20:58,8/1/2014,20:58:00,6pm to 8:59pm,Guy's Gyros,22.91,7819,NA
8/1/2014 21:00,8/1/2014,21:00:00,9pm to 11:59pm,General Grocer,265.84,7108,L6544
8/1/2014 21:02,8/1/2014,21:02:00,9pm to 11:59pm,Katerina's Cafe,28.86,4948,NA
8/1/2014 21:09,8/1/2014,21:09:00,9pm to 11:59pm,Katerina's Cafe,27.87,1874,L4424
8/1/2014 21:16,8/1/2014,21:16:00,9pm to 11:59pm,Ouzeri Elian,30.81,9551,NA
8/1/2014 21:17,8/1/2014,21:17:00,9pm to 11:59pm,Ouzeri Elian,29.85,6899,L6267
8/1/2014 21:32,8/1/2014,21:32:00,9pm to 11:59pm,Hippokampos,78.99,2463,NA
9/1/2014 7:35,9/1/2014,7:35:00,6am to 8:59am,Coffee Cameleon,12.47,7253,NA
9/1/2014 7:36,9/1/2014,7:36:00,6am to 8:59am,Brew've Been Served,70.71,9683,NA
9/1/2014 7:37,9/1/2014,7:37:00,6am to 8:59am,Hallowed Grounds,17.56,1310,L8012
9/1/2014 7:37,9/1/2014,7:37:00,6am to 8:59am,Coffee Cameleon,19.99,5921,L3295
9/1/2014 7:42,9/1/2014,7:42:00,6am to 8:59am,Hallowed Grounds,56.77,7108,NA
9/1/2014 7:43,9/1/2014,7:43:00,6am to 8:59am,Brew've Been Served,5.43,5368,NA
9/1/2014 7:46,9/1/2014,7:46:00,6am to 8:59am,Hallowed Grounds,75.24,8129,NA
9/1/2014 7:46,9/1/2014,7:46:00,6am to 8:59am,Brew've Been Served,4.4,4948,NA
9/1/2014 7:48,9/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,5.3,7384,L3800
9/1/2014 7:48,9/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,34.85,7354,NA
9/1/2014 7:48,9/1/2014,7:48:00,6am to 8:59am,Brew've Been Served,5.13,4795,L8566
9/1/2014 7:50,9/1/2014,7:50:00,6am to 8:59am,Hallowed Grounds,34.45,9551,NA
9/1/2014 7:51,9/1/2014,7:51:00,6am to 8:59am,Hallowed Grounds,19.22,7889,NA
9/1/2014 7:56,9/1/2014,7:56:00,6am to 8:59am,Brew've Been Served,98.25,8202,NA
9/1/2014 7:57,9/1/2014,7:57:00,6am to 8:59am,Hallowed Grounds,18.48,9617,L5553
9/1/2014 7:57,9/1/2014,7:57:00,6am to 8:59am,Brew've Been Served,5.26,8411,NA
9/1/2014 7:57,9/1/2014,7:57:00,6am to 8:59am,Hallowed Grounds,50.25,9405,NA
9/1/2014 7:58,9/1/2014,7:58:00,6am to 8:59am,Brew've Been Served,19.47,6901,L9363
9/1/2014 8:00,9/1/2014,8:00:00,6am to 8:59am,Brew've Been Served,6.61,7819,NA
9/1/2014 8:00,9/1/2014,8:00:00,6am to 8:59am,Brew've Been Served,6.21,4434,L2169
9/1/2014 8:01,9/1/2014,8:01:00,6am to 8:59am,Brew've Been Served,92.12,3484,NA
9/1/2014 8:03,9/1/2014,8:03:00,6am to 8:59am,Coffee Cameleon,16.13,2142,L9637
9/1/2014 8:07,9/1/2014,8:07:00,6am to 8:59am,Hallowed Grounds,65.68,3492,NA
9/1/2014 8:14,9/1/2014,8:14:00,6am to 8:59am,Brew've Been Served,17.64,1286,L3572
9/1/2014 8:15,9/1/2014,8:15:00,6am to 8:59am,Brew've Been Served,5.57,5407,NA
9/1/2014 8:15,9/1/2014,8:15:00,6am to 8:59am,Hallowed Grounds,15.33,2681,L1107
9/1/2014 9:26,9/1/2014,9:26:00,9am to 11:59am,Abila Airport,2358.22,3506,L7761
9/1/2014 9:54,9/1/2014,9:54:00,9am to 11:59am,Carlyle Chemical Inc.,529.47,7792,L5756
9/1/2014 10:16,9/1/2014,10:16:00,9am to 11:59am,Nationwide Refinery,674.28,9735,L9633
9/1/2014 10:38,9/1/2014,10:38:00,9am to 11:59am,Stewart & Sons Fabrication,1015.65,3506,L7761
9/1/2014 11:21,9/1/2014,11:21:00,9am to 11:59am,Carlyle Chemical Inc.,732.82,4530,L8477
9/1/2014 11:34,9/1/2014,11:34:00,9am to 11:59am,Nationwide Refinery,289.3,7792,L5756
9/1/2014 11:37,9/1/2014,11:37:00,9am to 11:59am,Stewart & Sons Fabrication,3544,9735,L9633
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Coffee Shack,5.01,7117,L6417
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,13,1415,L7783
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,11.76,7688,NA
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,10.11,6899,L6267
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,6,3853,L1485
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,13.16,2540,L5947
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,4.06,1877,L3014
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,17.66,8332,L2070
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,15.53,1321,NA
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,12.13,9241,NA
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,15.55,8156,NA
9/1/2014 12:00,9/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,37.43,2463,NA
9/1/2014 12:13,9/1/2014,12:13:00,12pm to 2:59pm,Abila Airport,202.93,8642,NA
9/1/2014 12:49,9/1/2014,12:49:00,12pm to 2:59pm,Nationwide Refinery,1440.39,3506,NA
9/1/2014 12:59,9/1/2014,12:59:00,12pm to 2:59pm,Ouzeri Elian,31.03,8332,NA
9/1/2014 13:03,9/1/2014,13:03:00,12pm to 2:59pm,Katerina's Cafe,17.02,7253,L1682
9/1/2014 13:12,9/1/2014,13:12:00,12pm to 2:59pm,Gelatogalore,19.2,5407,L4034
9/1/2014 13:18,9/1/2014,13:18:00,12pm to 2:59pm,Abila Airport,4792.5,2276,L3317
9/1/2014 13:21,9/1/2014,13:21:00,12pm to 2:59pm,Ouzeri Elian,26.09,7688,L4164
9/1/2014 13:21,9/1/2014,13:21:00,12pm to 2:59pm,Gelatogalore,23.45,4795,L8566
9/1/2014 13:21,9/1/2014,13:21:00,12pm to 2:59pm,Guy's Gyros,105.4,7354,NA
9/1/2014 13:23,9/1/2014,13:23:00,12pm to 2:59pm,Gelatogalore,8.6,6899,L6267
9/1/2014 13:23,9/1/2014,13:23:00,12pm to 2:59pm,Gelatogalore,56.74,2540,NA
9/1/2014 13:23,9/1/2014,13:23:00,12pm to 2:59pm,Ouzeri Elian,22.4,6816,L8148
9/1/2014 13:23,9/1/2014,13:23:00,12pm to 2:59pm,Katerina's Cafe,16.98,7792,L5756
9/1/2014 13:24,9/1/2014,13:24:00,12pm to 2:59pm,Abila Zacharo,8.16,3484,L2490
9/1/2014 13:27,9/1/2014,13:27:00,12pm to 2:59pm,Kalami Kafenion,110.76,6895,NA
9/1/2014 13:27,9/1/2014,13:27:00,12pm to 2:59pm,Katerina's Cafe,25.85,8156,L5224
9/1/2014 13:28,9/1/2014,13:28:00,12pm to 2:59pm,Guy's Gyros,13.59,7889,L6119
9/1/2014 13:29,9/1/2014,13:29:00,12pm to 2:59pm,Hippokampos,27.47,2418,L9018
9/1/2014 13:32,9/1/2014,13:32:00,12pm to 2:59pm,Abila Zacharo,8.6,2463,L6886
9/1/2014 13:35,9/1/2014,13:35:00,12pm to 2:59pm,Katerina's Cafe,10.42,3853,L1485
9/1/2014 13:35,9/1/2014,13:35:00,12pm to 2:59pm,Gelatogalore,23.23,8411,L6110
9/1/2014 13:36,9/1/2014,13:36:00,12pm to 2:59pm,Hippokampos,27.93,9683,L7291
9/1/2014 13:37,9/1/2014,13:37:00,12pm to 2:59pm,Hippokampos,9.12,1321,L4149
9/1/2014 13:38,9/1/2014,13:38:00,12pm to 2:59pm,Kalami Kafenion,18.14,7384,L3800
9/1/2014 13:40,9/1/2014,13:40:00,12pm to 2:59pm,Abila Zacharo,20.73,1874,L4424
9/1/2014 13:40,9/1/2014,13:40:00,12pm to 2:59pm,Gelatogalore,11.94,9405,L3259
9/1/2014 13:41,9/1/2014,13:41:00,12pm to 2:59pm,Abila Zacharo,89.41,9551,NA
9/1/2014 13:41,9/1/2014,13:41:00,12pm to 2:59pm,Hippokampos,8.43,9635,L3191
9/1/2014 13:41,9/1/2014,13:41:00,12pm to 2:59pm,Hippokampos,39.22,5368,NA
9/1/2014 13:43,9/1/2014,13:43:00,12pm to 2:59pm,Guy's Gyros,74.91,1415,NA
9/1/2014 13:44,9/1/2014,13:44:00,12pm to 2:59pm,Guy's Gyros,15,9617,L5553
9/1/2014 13:45,9/1/2014,13:45:00,12pm to 2:59pm,Gelatogalore,24.68,2681,L1107
9/1/2014 13:47,9/1/2014,13:47:00,12pm to 2:59pm,Abila Zacharo,48.39,1286,L3288
9/1/2014 13:51,9/1/2014,13:51:00,12pm to 2:59pm,Hippokampos,13.84,1310,L8012
9/1/2014 13:53,9/1/2014,13:53:00,12pm to 2:59pm,Hippokampos,16.65,2142,NA
9/1/2014 13:56,9/1/2014,13:56:00,12pm to 2:59pm,Kalami Kafenion,19.84,4948,L9406
9/1/2014 13:56,9/1/2014,13:56:00,12pm to 2:59pm,Hippokampos,65.7,4434,NA
9/1/2014 13:56,9/1/2014,13:56:00,12pm to 2:59pm,Guy's Gyros,8.87,6901,NA
9/1/2014 14:03,9/1/2014,14:03:00,12pm to 2:59pm,Kalami Kafenion,35.99,6691,L6267
9/1/2014 14:04,9/1/2014,14:04:00,12pm to 2:59pm,Kalami Kafenion,10.94,8129,L8328
9/1/2014 14:04,9/1/2014,14:04:00,12pm to 2:59pm,Ouzeri Elian,32.89,7108,L6544
9/1/2014 14:06,9/1/2014,14:06:00,12pm to 2:59pm,Katerina's Cafe,8.01,1877,L3014
9/1/2014 14:09,9/1/2014,14:09:00,12pm to 2:59pm,Guy's Gyros,27.69,8202,L2343
9/1/2014 14:12,9/1/2014,14:12:00,12pm to 2:59pm,Abila Scrapyard,1158.36,2276,L3317
9/1/2014 14:13,9/1/2014,14:13:00,12pm to 2:59pm,Guy's Gyros,17.44,5921,L3295
9/1/2014 14:15,9/1/2014,14:15:00,12pm to 2:59pm,Abila Zacharo,14.37,7819,L5259
9/1/2014 14:18,9/1/2014,14:18:00,12pm to 2:59pm,Gelatogalore,36.75,7117,L6417
9/1/2014 14:26,9/1/2014,14:26:00,12pm to 2:59pm,Carlyle Chemical Inc.,382.43,7792,L5756
9/1/2014 14:28,9/1/2014,14:28:00,12pm to 2:59pm,Kronos Pipe & Irrigation,423.14,4530,L8477
9/1/2014 15:00,9/1/2014,15:00:00,3pm to 5:59pm,Stewart & Sons Fabrication,918.6,2276,L3317
9/1/2014 15:16,9/1/2014,15:16:00,3pm to 5:59pm,Maximum Iron & Steel,1527.14,4530,L8477
9/1/2014 15:50,9/1/2014,15:50:00,3pm to 5:59pm,Abila Airport,4538.52,8642,L2769
9/1/2014 16:22,9/1/2014,16:22:00,3pm to 5:59pm,Carlyle Chemical Inc.,2176.2,7792,L5756
9/1/2014 16:27,9/1/2014,16:27:00,3pm to 5:59pm,Nationwide Refinery,1322.5,2276,L3317
9/1/2014 19:25,9/1/2014,19:25:00,6pm to 8:59pm,Katerina's Cafe,35.92,8129,L8328
9/1/2014 19:30,9/1/2014,19:30:00,6pm to 8:59pm,Katerina's Cafe,26.6,5921,L9406
9/1/2014 19:30,9/1/2014,19:30:00,6pm to 8:59pm,Katerina's Cafe,26.6,5921,L3295
9/1/2014 19:32,9/1/2014,19:32:00,6pm to 8:59pm,Frydos Autosupply n' More,138.02,3484,L2490
9/1/2014 19:41,9/1/2014,19:41:00,6pm to 8:59pm,Guy's Gyros,31.81,7354,L9254
9/1/2014 19:42,9/1/2014,19:42:00,6pm to 8:59pm,Ouzeri Elian,27.08,6899,NA
9/1/2014 19:43,9/1/2014,19:43:00,6pm to 8:59pm,Ouzeri Elian,31.07,9241,NA
9/1/2014 19:52,9/1/2014,19:52:00,6pm to 8:59pm,Guy's Gyros,29.96,6816,L8148
9/1/2014 20:05,9/1/2014,20:05:00,6pm to 8:59pm,Hippokampos,15.02,2540,L5947
9/1/2014 20:06,9/1/2014,20:06:00,6pm to 8:59pm,Katerina's Cafe,26.6,4948,L9406
9/1/2014 20:06,9/1/2014,20:06:00,6pm to 8:59pm,Katerina's Cafe,26.6,4948,L3295
9/1/2014 20:08,9/1/2014,20:08:00,6pm to 8:59pm,Katerina's Cafe,19.02,3492,L7814
9/1/2014 20:09,9/1/2014,20:09:00,6pm to 8:59pm,Katerina's Cafe,90.97,6691,NA
9/1/2014 20:15,9/1/2014,20:15:00,6pm to 8:59pm,Hippokampos,70.68,1877,NA
9/1/2014 20:19,9/1/2014,20:19:00,6pm to 8:59pm,General Grocer,285.34,4795,L8566
9/1/2014 20:20,9/1/2014,20:20:00,6pm to 8:59pm,Katerina's Cafe,91.14,9405,NA
9/1/2014 20:20,9/1/2014,20:20:00,6pm to 8:59pm,Frydos Autosupply n' More,31.24,6901,NA
9/1/2014 20:21,9/1/2014,20:21:00,6pm to 8:59pm,Albert's Fine Clothing,224.52,7117,L6417
9/1/2014 20:21,9/1/2014,20:21:00,6pm to 8:59pm,Frydos Autosupply n' More,120.65,1321,NA
9/1/2014 20:22,9/1/2014,20:22:00,6pm to 8:59pm,Katerina's Cafe,29.82,8202,L2343
9/1/2014 20:23,9/1/2014,20:23:00,6pm to 8:59pm,Guy's Gyros,8.23,7889,L2247
9/1/2014 20:23,9/1/2014,20:23:00,6pm to 8:59pm,Guy's Gyros,8.23,7889,L6119
9/1/2014 20:24,9/1/2014,20:24:00,6pm to 8:59pm,Guy's Gyros,18.26,1286,L3572
9/1/2014 20:27,9/1/2014,20:27:00,6pm to 8:59pm,Katerina's Cafe,53.78,5407,NA
